"OBJECTID","Join_Count","Survey_to_Reef_Dist","TARGET_FID","SPECIES_CD","LIFE_STAGE","PRES","PRES2","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","StDev_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal","OBJECTID_1","Source_1","Zone_","GeoForm","GeoformDet","GeoformD_1","BioCover","BioCoverDe","PercentBio","PercentCor","CMECS_Geo","CMECS_Bio","ClassLv0","ClassLv1","ClassLv2","ClassLv3","ClassLv4","Shape_Leng","POLY_AREA","PERIMETER","PA_Ratio","NEAR_FID","NEAR_DIST","Patch_ID","Coral_Reef_and_Hardbottom","Not_Classified","Seagrass","Unconsolidated_Sediment","Reef_Dist"
232,1,2.09403266313544,490,"HAE SCIU","SUBADULT",1,"PRESENCE",4.5,"REEF VISUAL CENSUS",286803.0869,131082.9862,3,3975,-6.780079365,0.055958737,0.720532,-0.303924561,-0.039523527,-9,64,1.000028253,30.43424606,6.085191727,35.54882431,23.3324337,6.948447227,36.56082153,490,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",140.494670111,799.677153249732,140.387032652835,0.175554637371256,7892,2.95190000068396,6709,93408.1431864432,0,688654.044910293,3333.93399049223,1795.59924316406
233,1,0,491,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",284861.2809,125618.752,1,3001.061768,-6.827521801,0.083227292,1.126524925,0.482084274,0.172163576,605,64,1.000039697,30.46941948,6.037992001,35.51097488,23.22432518,6.929870605,36.65404129,491,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",172.001146592,1680.37524437469,171.9397147353,0.102322213631089,7267,32.4437420844133,6345,20278.800736786,0,765117.630325262,0,2398.84765625
234,1,0,492,"HAE SCIU","SUBADULT",1,"PRESENCE",1.5,"REEF VISUAL CENSUS",281137.8156,111839.7107,1,5815.996582,-7.205346107,0.028176878,0.38544926,0.056329727,-0.035692874,-9,-8,1.000004768,30.45734787,6.104781151,35.522892,23.31448746,6.916062355,36.21510696,492,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",191.260028831,1828.12324592215,191.273735968767,0.104628468783725,2755,54.5697015262444,1812,186108.848125116,0,594009.986569471,5277.01655342506,3460.330078125
235,1,0,493,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",286079.6027,132902.9647,1,2810.710693,-5.882326603,0.349108309,4.88125515,1.043294907,0.514990807,1220,137,1.000164628,30.39368629,6.083219528,35.54113007,23.20416451,6.960597992,36.5405159,493,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",156.422784137,1835.70333349541,156.469848396688,0.0852370018301106,8046,74.2677933398358,8280,11094.7798217994,0,774301.107183632,0,3319.259765625
236,1,2.99010000005364,494,"HAE SCIU","SUBADULT",1,"PRESENCE",3.5,"REEF VISUAL CENSUS",286056.5631,132890.6297,3,2789.852783,-7.040764809,0.19560051,2.634858131,-0.978979111,0.04851985,605,-8,1.0003227,30.39359856,6.082814693,35.54188156,23.20091248,6.960883617,36.54081345,494,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",156.422784137,1835.70333349541,156.469848396688,0.0852370018301106,8046,74.2677933398358,8280,11094.7798217994,0,774301.559163466,0,3323.40185546875
237,1,0,495,"HAE SCIU","SUBADULT",1,"PRESENCE",7,"REEF VISUAL CENSUS",285297.6408,115819.2783,1,6931.412598,-9.669804573,0.02077351,0.286484033,0.039237976,0.033333272,-9,-8,1.000000715,30.47458458,6.087823868,35.51097488,23.50360489,6.929888725,35.9212532,495,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",72.2445361244,384.46039330698,72.254514472028,0.187937472181523,3368,32.7089070824168,3271,93703.3854054493,0,685246.030146157,6446.83493982173,968.284301757812
238,1,8.5282047362609,496,"HAE SCIU","SUBADULT",1,"PRESENCE",3.375,"REEF VISUAL CENSUS",285297.7531,115801.5535,3,6939.696777,-9.61871624,0.031667165,0.443487912,0.054450989,0.02967863,-9,-8,1.000000477,30.4744072,6.087917328,35.51097488,23.50433159,6.929786682,35.92030716,496,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",72.2445361244,384.46039330698,72.254514472028,0.187937472181523,3368,32.7089070824168,3271,99345.5925525804,0,680767.707757795,5282.80281298075,960
239,1,1.39611061661951,497,"HAE SCIU","SUBADULT",1,"PRESENCE",3,"REEF VISUAL CENSUS",283403.5837,116941.8282,1,4572.493652,-6.179154873,0.124299601,1.493849397,-0.464063644,-0.014664924,-9,137,1.000204921,30.48309326,6.075654507,35.51097488,23.29243088,6.935306549,36.17169571,497,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",169.239557733,1651.89017360647,169.21805451955,0.102439046628691,3333,8.89319544391046,3332,277247.639895804,0,408755.645232781,99392.7437844895,3005.8935546875
240,1,8.54268541372776,498,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",283387.5031,116938.405,3,4557.493652,-6.124910355,0.1933828,2.591379881,-1.096740723,-0.089549996,-9,137,1.00031352,30.48308754,6.075538635,35.51097488,23.291008,6.935323715,36.17243195,498,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",169.239557733,1651.89017360647,169.21805451955,0.102439046628691,3333,8.89319544391046,3332,264206.155873855,0,413534.846547016,107655.146415092,3018.82250976562
241,1,0,499,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",286285.6635,119944.5559,1,6207.781738,-9.883000374,0.084544063,1.125444412,-0.064823151,-0.072036944,-9,-8,1.000045896,30.50096512,6.069076538,35.51097488,23.47502136,6.935595512,36.11922455,499,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",169.274500701,1504.1519770075,169.222553698494,0.112503627482617,4320,1.27160632804654,2731,92740.479469302,0,637067.248218088,55588.4007685295,1326.21325683594
242,1,8.427293049648,500,"HAE SCIU","SUBADULT",1,"PRESENCE",0.625,"REEF VISUAL CENSUS",286276.5161,119958.8992,8,6191.568359,-10.20403957,0.070826791,0.845580876,-0.183227539,0.098704703,-9,-8,1.000074863,30.50096703,6.068985462,35.51097488,23.47381973,6.935587406,36.1223793,500,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",169.274500701,1504.1519770075,169.222553698494,0.112503627482617,4320,1.27160632804654,2731,91360.4727588044,0,639511.010792682,54525.2425596585,1335
243,1,0.535673943019124,501,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",285647.3082,123484.4852,1,4486.482422,-6.49494791,0.014175054,0.196709067,-0.034235001,-0.039466977,-9,64,1.000000715,30.4925499,6.051094055,35.51097488,23.35350037,6.92458725,36.53201294,501,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",107.379532983,672.633242384854,107.386529347894,0.159650939889843,7187,15.9614581327319,6011,136902.40503268,0,647067.070421197,1426.78054878505,2264.041015625
244,1,0.535673943019124,502,"HAE SCIU","SUBADULT",1,"PRESENCE",4.5,"REEF VISUAL CENSUS",285647.3082,123484.4852,1,4486.482422,-6.49494791,0.014175054,0.196709067,-0.034235001,-0.039466977,-9,64,1.000000715,30.4925499,6.051094055,35.51097488,23.35350037,6.92458725,36.53201294,502,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",107.379532983,672.633242384854,107.386529347894,0.159650939889843,7187,15.9614581327319,6011,136902.40503268,0,647067.070421197,1426.78054878505,2264.041015625
245,1,0,503,"HAE SCIU","SUBADULT",1,"PRESENCE",0.75,"REEF VISUAL CENSUS",284476.6153,117543.4372,1,5391.894531,-7.162628174,0.523424566,7.252313614,1.853708267,1.078373075,605,137,1.001073837,30.48637581,6.076917648,35.51097488,23.37234497,6.935706615,36.12993622,503,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",304.137870935,5484.24733690919,304.097020880173,0.0554491805709762,2672,5.01725383942837,3258,290511.65450862,0,494884.544793935,0,2186.49267578125
246,1,14.799532158466,504,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",287009.9989,125232.5946,3,5310.03125,-6.998093605,0.023209464,0.316156983,0.085674286,0.043410182,-9,137,1.000001431,30.49546814,6.061267376,35.51097488,23.48550606,6.909335136,36.49962616,504,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",88.8667318897,582.182042700684,88.8948453374499,0.152692523673653,5759,5.03027257823898,7409,156445.512423186,0,607349.777961059,21600.9527552139,398.553405761719
247,1,14.799532158466,505,"HAE SCIU","SUBADULT",1,"PRESENCE",2.125,"REEF VISUAL CENSUS",287009.9989,125232.5946,3,5310.03125,-6.998093605,0.023209464,0.316156983,0.085674286,0.043410182,-9,137,1.000001431,30.49546814,6.061267376,35.51097488,23.48550606,6.909335136,36.49962616,505,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",88.8667318897,582.182042700684,88.8948453374499,0.152692523673653,5759,5.03027257823898,7409,156445.512423186,0,607349.777961059,21600.9527552139,398.553405761719
248,1,3.27446375773481,507,"HAE SCIU","SUBADULT",1,"PRESENCE",8,"REEF VISUAL CENSUS",288613.4399,129295.679,5,5995,-10.83896446,0.081419967,1.123960495,-0.330764771,-0.158739105,-9,-81,1.000022531,30.4685955,6.085163116,35.51111984,23.60031891,6.909354687,36.3319931,507,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",213.523339704,1291.22084664832,213.474682193386,0.165327784745352,6394,12.9338857400597,6395,86418.3027638765,0,143450.472752347,555527.27092236,250
249,1,0,508,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",288620.3677,129312.3429,1,6006.213379,-10.81536484,0.058249608,0.804612219,0.174236298,0.021274265,-9,-81,1.000007987,30.46844101,6.085267544,35.51111603,23.60031128,6.909505367,36.33090591,508,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",213.523339704,1291.22084664832,213.474682193386,0.165327784745352,6394,12.9338857400597,6395,85925.6275791442,0,149321.873240365,550148.264372727,255
250,1,12.9683445923309,509,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",286144.0485,115979.7696,5,7710.138672,-14.33184433,0.085660249,1.147896171,-0.113697052,-0.040267125,-9,-227,1.000042677,30.47533989,6.08390522,35.51097488,23.56792068,6.931353092,35.82678986,509,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",51.6229169891,192.954327683905,51.6373428757882,0.26761432871503,2623,16.0211199778569,4036,197305.866149959,0,432130.346712954,155959.636909745,162.781753540039
251,1,0,515,"HAE SCIU","SUBADULT",1,"PRESENCE",6.5,"REEF VISUAL CENSUS",160667.0116,25962.5079,1,6189.558594,-7.618983746,0.051294465,0.711884856,-0.142522812,-0.03940938,-9,137,1.000004292,30.38925552,6.120968342,35.6323967,24.55891418,6.86206007,36.13679886,515,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",675.760717121,18513.2613404399,675.7962498102,0.036503360341703,478,4.34488345401873,945,105975.403045074,0,497726.198975464,181694.584690767,1911.81237792969
252,1,0,516,"HAE SCIU","SUBADULT",1,"PRESENCE",23,"REEF VISUAL CENSUS",160608.241,25956.02787,1,6169.705566,-7.947659969,0.010538032,0.145664573,0.028755188,0.025821054,-9,137,1.000000358,30.38897324,6.121119976,35.63468933,24.55944061,6.861753464,36.13713837,516,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",675.760717121,18513.2613404399,675.7962498102,0.036503360341703,478,4.34488345401873,945,99134.5681064219,0,522437.331514253,163824.101945027,1931.66528320312
253,1,0,518,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",275122.8255,92933.52724,1,9673.700195,-12.7977972,0.094914831,1.287447333,-0.105133057,0.082960412,-9,-81,1.00003016,30.2988987,6.155697823,35.51973343,23.74930382,6.904183865,36.43621445,518,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",300.279494841,4590.45509333913,300.248464000137,0.0654071236718567,5374,7.34386479370093,4306,236532.768271418,0,0,548828.619487741,2096.05126953125
254,1,0,520,"HAE SCIU","SUBADULT",1,"PRESENCE",10,"REEF VISUAL CENSUS",274753.2232,92681.12879,1,9239.49707,-9.996466637,0.526469231,7.271585941,-1.714916229,-0.905661762,-9,64,1.000631571,30.29539108,6.157214165,35.5306282,23.73795891,6.900533676,36.43763733,520,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",1197.51373695,41979.5204679321,1197.48483257068,0.0285254528689871,1699,7.39985324177821,5355,280822.853049661,0,12310.6269876179,492262.780143496,1687.79223632812
255,1,0,522,"HAE SCIU","SUBADULT",1,"PRESENCE",24,"REEF VISUAL CENSUS",282118.9739,110916.1876,1,7179.144043,-5.435185432,0.09067452,1.244925976,0.149484634,0.028974148,-9,209,1.000013232,30.43593025,6.117249012,35.51132965,23.46596336,6.902059078,36.19556808,522,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",135.296817937,1402.05706455834,135.313171233879,0.0965104592775647,1770,228.660494585745,2849,222487.709659527,0,458913.76334291,103995.018145795,2100.35522460938
256,1,0,523,"HAE SCIU","SUBADULT",1,"PRESENCE",7,"REEF VISUAL CENSUS",263774.6668,78892.39296,1,8097.63623,-3.989666939,0.225666568,3.096231222,-0.020384789,-0.087598436,605,137,1.000137091,30.11914825,6.180049419,35.56126785,23.70848465,6.885406494,36.39412689,523,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",794.856498545,25485.7839943311,794.695458629767,0.0311819114062386,1380,87.7884813384247,1175,59478.9686725045,0,725917.308707857,0,1508.67529296875
257,1,0,524,"HAE SCIU","SUBADULT",1,"PRESENCE",4,"REEF VISUAL CENSUS",273092.8434,92299.87763,1,7725.477051,-4.592674255,0.164752647,2.256916523,-0.075492859,0.029478744,1220,137,1.000046015,30.31991005,6.1541996,35.60680008,23.61639023,6.896484375,36.43341827,524,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",399.860843466,8095.12540634877,399.889793237595,0.0493988385805577,1762,78.1110093481219,1761,95963.5569029913,0,249127.91519094,440305.519649886,1158.67529296875
258,1,0,526,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",272794.3572,92124.35375,1,7497.964844,-6.765697956,0.177766502,2.409620762,0.698226929,0.141622066,-9,-8,1.000112534,30.32073402,6.153782845,35.62693787,23.59638214,6.895387173,36.43312073,526,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",156.552218085,1504.04481247517,156.539092101981,0.104078742071766,5633,35.5431992130752,2653,147425.451859167,0,263638.36342252,374332.042551093,1129.80236816406
259,1,1.34127106143473,529,"HAE SCIU","SUBADULT",1,"PRESENCE",2,"REEF VISUAL CENSUS",279195.0402,107857.737,3,5568.757324,-8.548053741,0.063120365,0.865169704,0.298336029,0.107205026,-9,-8,1.000012994,30.43261719,6.126739979,35.51113129,23.37043953,6.921524525,36.25058746,529,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",99.3868998813,703.879860365914,99.4096912322411,0.141231049259688,4977,10.3901586552821,5063,125236.178145451,0,473782.873663545,186377.210519107,1732.43688964844
260,1,0,530,"HAE SCIU","SUBADULT",1,"PRESENCE",10,"REEF VISUAL CENSUS",269883.6505,85665.19757,1,7450.981445,-7.001549244,0.371162862,5.143974304,0.239843369,0.352166384,605,-8,1.000148296,30.0521965,6.199876308,35.69029617,23.54973412,6.883829594,36.39077377,530,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",389.665613129,8843.08028742343,389.708722594594,0.0440693412168648,5134,9.85537098755714,5639,94595.7373934053,0,157141.971999672,533658.42545466,483.761535644531
261,1,0,531,"HAE SCIU","SUBADULT",1,"PRESENCE",2,"REEF VISUAL CENSUS",269842.1832,85687.14007,1,7414.413086,-5.189838409,0.241829202,3.322363615,1.285196304,0.479744643,1220,137,1.000286818,30.05475616,6.199611187,35.68937683,23.54737091,6.883856773,36.391716,531,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",389.665613129,8843.08028742343,389.708722594594,0.0440693412168648,5134,9.85537098755714,5639,93815.1416521329,0,159091.136060537,532489.564419728,530.330078125
262,1,6.96006458223878,535,"HAE SCIU","SUBADULT",1,"PRESENCE",8.5,"REEF VISUAL CENSUS",272845.6781,92142.3533,3,7541.751465,-5.405462742,0.371571451,5.168152809,0.820222855,0.496485233,605,64,1.000109553,30.31989479,6.15402317,35.62377167,23.60061455,6.895412445,36.4336319,535,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",292.748838187,4478.90137395892,292.761849177886,0.0653646563597162,2653,35.5431992130752,5633,123968.556730689,0,261673.122154953,399754.354954695,1108.08654785156
263,1,0,536,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",272890.1557,92120.43636,1,7595.035645,-5.641856194,0.387822062,5.257931232,-0.796443939,0.450948656,605,64,1.00083971,30.31754112,6.154611111,35.62152481,23.60630798,6.895105839,36.43520355,536,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",292.748838187,4478.90137395892,292.761849177886,0.0653646563597162,2653,35.5431992130752,5633,101561.636819456,0,245374.451359075,438460.252602096,1063.58911132812
264,1,0,537,"HAE SCIU","SUBADULT",1,"PRESENCE",34,"REEF VISUAL CENSUS",264110.5155,77213.52748,1,9279.823242,-8.818071365,0.346892715,4.813025951,-1.054779053,-0.236852691,-9,64,1.000300527,30.06663132,6.181519985,35.5839653,23.81423759,6.892508507,36.2702446,537,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",339.089653724,8529.22963870672,338.887646610165,0.0397325035161734,1353,13.2447196866596,1531,300466.643392868,0,379029.404776558,105900.345811044,140.710678100586
265,1,0,538,"HAE SCIU","SUBADULT",1,"PRESENCE",16.25,"REEF VISUAL CENSUS",264128.6091,77229.12068,1,9293.610352,-7.833960533,0.116022326,1.608633995,0.476585388,0.135053426,1220,137,1.000039697,30.06592941,6.181586266,35.58291626,23.81289673,6.892796516,36.27033997,538,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",339.089653724,8529.22963870672,338.887646610165,0.0397325035161734,1353,13.2447196866596,1531,303618.465569507,0,373139.680100631,108638.278270191,126.923881530762
266,1,0,539,"HAE SCIU","SUBADULT",1,"PRESENCE",25.5,"REEF VISUAL CENSUS",264291.9185,77913.36187,1,9171.944336,-9.700310707,0.404448688,5.47546339,2.917751312,1.207586884,605,-8,1.001206279,30.06925583,6.182795048,35.56552124,23.76804924,6.893267632,36.31411743,539,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",484.07266455,12592.3635746491,484.082665671533,0.0384425578885036,1116,26.3931632358087,1117,141323.220856081,0,630139.427494731,13934.1733617914,619.203125
267,1,0,545,"HAE SCIU","SUBADULT",1,"PRESENCE",105,"REEF VISUAL CENSUS",207173.6018,41812.01726,1,5645.788086,-9.309989929,0.016022168,0.221199125,0.037223816,0.003248719,-9,-8,1.000000715,30.55340004,6.093573093,35.51790237,23.89719009,6.915495872,36.00166702,545,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",206.240867757,2504.52446427383,206.286562878863,0.0823655611360437,874,18.9864649381221,787,61822.5117789574,0,464684.363886206,258889.772634064,2458.30517578125
